"simulation_index","SAV_demand_ratio","vot","vor","fleet_size","network_name","vehtype","objective_function","evaluation_int_start","evaluation_int_end","random_seed","start_time","end_time","op_module","simulation_network","network_type","sim_env","sumo_statistics_interval","sumo_fco_vehicles","op_routing_mode","p_cstr_dt","p_cstr_wt","op_init_veh_distribution","rerouting_sc","hybrid_router","p_opt","sumo_sim"
"1824","0.8","1","0","8000","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","1800","op_0-pv_0.0","edge_tt","0","0",,,"0","","1"
"1825","1","1","0","10000","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","1800","op_0-pv_0.0","edge_tt","0","0",,,"0","","1"
"1826","0.02","1","0","200","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.02","edge_tt","0","0",,,"0","","1"
"1827","0.05","1","0","500","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.02","edge_tt","0","0",,,"0","","1"
"1828","0.1","1","0","1000","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.02","edge_tt","0","0",,,"0","","1"
"1829","0.2","1","0","2000","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.02","edge_tt","0","0",,,"0","","1"
"1830","0.4","1","0","4000","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.02","edge_tt","0","0",,,"0","","1"
"1831","0.6","1","0","6000","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.02","edge_tt","0","0",,,"0","","1"
"1832","0.8","1","0","8000","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.02","edge_tt","0","0",,,"0","","1"
"1833","1","1","0","10000","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.02","edge_tt","0","0",,,"0","","1"
"1834","0.02","1","0","200","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.05","edge_tt","0","0",,,"0","","1"
"1835","0.05","1","0","500","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.05","edge_tt","0","0",,,"0","","1"
"1836","0.1","1","0","1000","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.05","edge_tt","0","0",,,"0","","1"
"1837","0.2","1","0","2000","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.05","edge_tt","0","0",,,"0","","1"
"1838","0.4","1","0","4000","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.05","edge_tt","0","0",,,"0","","1"
"1839","0.6","1","0","6000","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.05","edge_tt","0","0",,,"0","","1"
"1840","0.8","1","0","8000","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.05","edge_tt","0","0",,,"0","","1"
"1841","1","1","0","10000","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.05","edge_tt","0","0",,,"0","","1"
"1842","0.02","1","0","200","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.1","edge_tt","0","0",,,"0","","1"
"1843","0.05","1","0","500","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.1","edge_tt","0","0",,,"0","","1"
"1844","0.1","1","0","1000","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.1","edge_tt","0","0",,,"0","","1"
"1845","0.2","1","0","2000","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.1","edge_tt","0","0",,,"0","","1"
"1846","0.4","1","0","4000","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.1","edge_tt","0","0",,,"0","","1"
"1847","0.6","1","0","6000","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.1","edge_tt","0","0",,,"0","","1"
"1848","0.8","1","0","8000","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.1","edge_tt","0","0",,,"0","","1"
"1849","1","1","0","10000","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.1","edge_tt","0","0",,,"0","","1"
"1850","0.02","1","0","200","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.2","edge_tt","0","0",,,"0","","1"
"1851","0.05","1","0","500","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.2","edge_tt","0","0",,,"0","","1"
"1852","0.1","1","0","1000","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.2","edge_tt","0","0",,,"0","","1"
"1853","0.2","1","0","2000","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.2","edge_tt","0","0",,,"0","","1"
"1854","0.4","1","0","4000","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.2","edge_tt","0","0",,,"0","","1"
"1855","0.6","1","0","6000","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.2","edge_tt","0","0",,,"0","","1"
"1856","0.8","1","0","8000","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.2","edge_tt","0","0",,,"0","","1"
"1857","1","1","0","10000","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.2","edge_tt","0","0",,,"0","","1"
"1858","0.02","1","0","200","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.5","edge_tt","0","0",,,"0","","1"
"1859","0.05","1","0","500","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.5","edge_tt","0","0",,,"0","","1"
"1860","0.1","1","0","1000","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.5","edge_tt","0","0",,,"0","","1"
"1861","0.2","1","0","2000","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.5","edge_tt","0","0",,,"0","","1"
"1862","0.4","1","0","4000","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.5","edge_tt","0","0",,,"0","","1"
"1863","0.6","1","0","6000","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.5","edge_tt","0","0",,,"0","","1"
"1864","0.8","1","0","8000","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.5","edge_tt","0","0",,,"0","","1"
"1865","1","1","0","10000","sumo_in","single_user_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.5","edge_tt","0","0",,,"0","","1"
"2001","0.8","1","0","8000","sumo_in","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","",,"edge_tt","0","0",,,"0","","1"
"2002","0.8","1","0","8000","sumo_in_cf_1.2","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","",,"edge_tt","0","0",,,"0","","1"
"2003","0.8","1","0","8000","sumo_in_cf_1.4","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","",,"edge_tt","0","0",,,"0","","1"
"2004","0.8","1","0","8000","sumo_in_s_01","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","",,"edge_tt","0","0",,,"0","","1"
"2005","0.8","1","0","8000","sumo_in","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","120","op_0-pv_0.0","edge_tt","0","0",,,"0","","1"
"2006","0.8","1","0","8000","sumo_in","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","300","op_0-pv_0.0","edge_tt","0","0",,,"0","","1"
"2007","0.8","1","0","8000","sumo_in","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","600","op_0-pv_0.0","edge_tt","0","0",,,"0","","1"
"2008","0.8","1","0","8000","sumo_in","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","1200","op_0-pv_0.0","edge_tt","0","0",,,"0","","1"
"2009","0.8","1","0","8000","sumo_in_s_02","single_user_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","","","edge_tt","0","0",,,"0","","1"
"2010","0.8","1","0","8000","sumo_in","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","60","op_0-pv_0.0","edge_tt","0","0",,,"0","","1"
"2011","0.8","1","0","8000","sumo_in","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","180","op_0-pv_0.0","edge_tt","0","0",,,"0","","1"
"2012","0.8","1","0","8000","sumo_in","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.0","edge_tt","0","0",,,"0","","1"
"2013","0.8","1","0","8000","sumo_in","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","900","op_0-pv_0.0","edge_tt","0","0",,,"0","","1"
"2014","0.8","1","0","8000","sumo_in","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","1800","op_0-pv_0.0","edge_tt","0","0",,,"0","","1"
"2015","0.8","1","0","8000","sumo_in","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","120","all","edge_tt","0","0",,,"0","","1"
"2016","0.8","1","0","8000","sumo_in","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","300","all","edge_tt","0","0",,,"0","","1"
"2017","0.8","1","0","8000","sumo_in","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","600","all","edge_tt","0","0",,,"0","","1"
"2018","0.8","1","0","8000","sumo_in","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","1200","all","edge_tt","0","0",,,"0","","1"
"2023","0.8","1","0","8000","sumo_in","single_user_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.0","edge_tt","0","0",,,"0","","1"
"2024","0.8","1","0","8000","sumo_in_s_02","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","",,"edge_tt","0","0",,"5","0","","1"
"2025","0.8","1","0","8000","sumo_in","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","all","edge_tt","0","0",,"5","0","","1"
"2026","0.8","1","0","8000","sumo_in_s_02","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","",,"edge_tt","0","0",,"24","0","","1"
"2027","0.8","1","0","8000","sumo_in","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","all","edge_tt","0","0",,"24","0","","1"
"2028","0.8","1","0","8000","sumo_in","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","all","edge_tt","0","0",,,"0","","1"
"2029","0.8","1","0","8000","sumo_in_cf_1.6","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","",,"edge_tt","0","0",,,"0","","1"
"2030","0.8","1","0","8000","sumo_in_cf_2","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","",,"edge_tt","0","0",,,"0","","1"
"2031","0.8","1","0","8000","sumo_in","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.02","edge_tt","0","0",,,"0","","1"
"2032","0.8","1","0","8000","sumo_in","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.05","edge_tt","0","0",,,"0","","1"
"2033","0.8","1","0","8000","sumo_in","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.1","edge_tt","0","0",,,"0","","1"
"2034","0.8","1","0","8000","sumo_in","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.2","edge_tt","0","0",,,"0","","1"
"2035","0.8","1","0","8000","sumo_in","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.5","edge_tt","0","0",,,"0","","1"
"2036","0.8","1","0","8000","sumo_in","single_user_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","120","op_0-pv_0.0","edge_tt","0","0",,,"0","","1"
"2037","0.8","1","0","8000","sumo_in","single_user_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","300","op_0-pv_0.0","edge_tt","0","0",,,"0","","1"
"2038","0.8","1","0","8000","sumo_in","single_user_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","600","op_0-pv_0.0","edge_tt","0","0",,,"0","","1"
"2039","0.8","1","0","8000","sumo_in","single_user_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","1200","op_0-pv_0.0","edge_tt","0","0",,,"0","","1"
"2040","0.8","1","0","8000","sumo_in","single_user_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","120","all","edge_tt","0","0",,,"0","","1"
"2041","0.8","1","0","8000","sumo_in","single_user_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","300","all","edge_tt","0","0",,,"0","","1"
"2042","0.8","1","0","8000","sumo_in","single_user_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","600","all","edge_tt","0","0",,,"0","","1"
"2043","0.8","1","0","8000","sumo_in","single_user_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","1200","all","edge_tt","0","0",,,"0","","1"
"2044","0.8","1","0","8000","sumo_in","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","60","all","edge_tt","0","0",,,"0","","1"
"2045","0.8","1","0","8000","sumo_in","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","180","all","edge_tt","0","0",,,"0","","1"
"2046","0.8","1","0","8000","sumo_in","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","all","edge_tt","0","0",,,"0","","1"
"2047","0.8","1","0","8000","sumo_in","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","900","all","edge_tt","0","0",,,"0","","1"
"2048","0.8","1","0","8000","sumo_in","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","1800","all","edge_tt","0","0",,,"0","","1"
"2049","0.8","1","0","8000","sumo_in_s_02","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","",,"edge_tt","0","0",,"26","0","","1"
"2050","0.8","1","0","8000","sumo_in","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","all","edge_tt","0","0",,"26","0","","1"
"2051","0.8","1","0","8000","sumo_in_s_02","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","",,"edge_tt","0","0",,"27","0","","1"
"2052","0.8","1","0","8000","sumo_in","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","all","edge_tt","0","0",,"27","0","","1"
"2053","0.8","1","0","8000","sumo_in_s_02","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","",,"edge_tt","0","0",,"28","0","","1"
"2054","0.8","1","0","8000","sumo_in","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","all","edge_tt","0","0",,"28","0","","1"
"2055","0.8","1","0","8000","sumo_in_s_02","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","",,"edge_tt","0","0",,"29","0","","1"
"2056","0.8","1","0","8000","sumo_in","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","450","all","edge_tt","0","0",,"29","0","","1"
"2057","1","1","0","10000","sumo_in","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","",,"edge_tt","0","0",,,"0","","1"
"2058","1","1","0","10000","sumo_in_cf_1.2","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","",,"edge_tt","0","0",,,"0","","1"
"2059","1","1","0","10000","sumo_in_cf_1.4","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","",,"edge_tt","0","0",,,"0","","1"
"2060","1","1","0","10000","sumo_in_s_02","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","",,"edge_tt","0","0",,,"0","","1"
"2061","1","1","0","10000","sumo_in","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","120","op_0-pv_0.0","edge_tt","0","0",,,"0","","1"
"2062","1","1","0","10000","sumo_in","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","300","op_0-pv_0.0","edge_tt","0","0",,,"0","","1"
"2063","1","1","0","10000","sumo_in","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","600","op_0-pv_0.0","edge_tt","0","0",,,"0","","1"
"2064","1","1","0","10000","sumo_in","default_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","1200","op_0-pv_0.0","edge_tt","0","0",,,"0","","1"
"2065","1","1","0","10000","sumo_in_s_02","single_user_vehtype","total_system_time","21600","28800","2","18000","32400","PoolingIRSOnly","sumo_in","NetworkBasicReliabilityWithStoreCppSumoCoupling","SUMOcontrolledSim","",,"edge_tt","0","0",,,"0","","1"
