node_index,source_node_id,pos_x,pos_y,is_stop_only
534,9397029531,7671.69,219.4,False
535,9038198325,7670.92,224.67,False
536,8491727610,6882.81,771.99,False
537,33400467,6945.36,785.86,False
538,8491727609,6880.35,767.87,False
539,8491727610,6882.81,771.99,False
540,9846593571,6890.25,716.64,False
541,8491727609,6880.35,767.87,False
542,673126,5682.3,449.42,False
543,cluster_32453334_32453336,5738.47,345.73,False
544,cluster_32453334_32453336,5738.47,345.73,False
545,3398230778,5843.08,154.7,False
546,cluster_32453334_32453336,5738.47,345.73,False
547,32453256,5837.11,378.16,False
548,10813940646,5957.51,181.36,False
549,32453256,5837.11,378.16,False
550,237909561,4206.59,3078.45,False
551,237909555,4172.09,3024.08,False
552,15612650,4249.37,3152.92,False
553,237909561,4206.59,3078.45,False
554,312575190,5762.27,1316.34,False
555,32640302,5761.19,1524.47,False
556,cluster_14574964_14574972,2177.02,1907.23,False
557,14574963,2089.27,1873.83,False
558,14658548,2072.76,1869.13,False
559,14658551,2059.4,1797.34,False
560,12296040237,6502.8,207.56,False
561,32912656,6277.04,498.11,False
562,32582452,5902.36,794.95,False
563,420499470,5896.57,913.23,False
564,32582454,5892.98,996.33,False
565,32583023,5889.69,1073.56,False
566,32685993,5762.14,1147.65,False
567,11588484,5637.55,1160.22,False
568,11588484,5637.55,1160.22,False
569,10857450144,5640.8,1205.53,False
570,15431150,5471.59,1694.12,False
571,25633110,5477.5,1771.12,False
572,16059475,4413.26,4947.23,False
573,cluster_16059461_16059476,4320.3,5084.13,False
574,266642288,4633.68,4935.97,False
575,16059465,4687.16,4910.39,False
576,1701785073,4600.95,4949.36,False
577,266642288,4633.68,4935.97,False
578,16059463,4510.07,4989.49,False
579,1701785073,4600.95,4949.36,False
580,8009176066,5896.86,470.87,False
581,32453201,5886.38,508.26,False
582,32582454,5892.98,996.33,False
583,32582456,5659.63,1000.7,False
584,cluster_32965576_52739807,6076.36,992.14,False
585,32582454,5892.98,996.33,False
586,32965536,6217.41,996.71,False
587,cluster_32965576_52739807,6076.36,992.14,False
588,11588481,6217.08,1082.28,False
589,11588482,6077.23,1095.8,False
590,32689002,6070.18,1401.93,False
591,32688973,5869.85,1402.48,False
592,cluster_32965576_52739807,6076.36,992.14,False
593,11588482,6077.23,1095.8,False
594,32582475,5764.08,652.02,False
595,32582473,5588.55,813.18,False
596,32587743,5332.27,944.72,False
597,cluster_32587324_32587325_32587326,5275.86,887.8,False
598,31935748,4891.14,1037.56,False
599,21595766,4976.02,1003.01,False
600,10872824668,4974.37,974.45,False
601,cluster_31015601_32587495,4953.96,988.32,False
602,32587330,5112.64,902.78,False
603,10872840133,5085.07,905.79,False
604,32586883,5195.35,893.17,False
605,32587330,5112.64,902.78,False
606,9447491608,6168.61,188.14,False
607,32912775,5990.58,435.14,False
608,18035141,4880.69,4171.01,False
609,15848255,4934.45,4247.53,False
610,10882897423,4531.21,1487.31,False
611,25999635,4521.0,1490.52,False
612,3201924189,5566.32,465.01,False
613,cluster_32453178_32453179,5611.49,429.03,False
614,1693451832,5535.94,460.79,False
615,32582491,5519.43,455.8,False
616,32582491,5519.43,455.8,False
617,1693451832,5535.94,460.79,False
618,1693451832,5535.94,460.79,False
619,3201924189,5566.32,465.01,False
620,32582477,5632.41,596.99,False
621,32582499,5431.46,544.87,False
622,32586172,5356.59,634.32,False
623,32586209,5272.88,630.39,False
624,32582472,5553.01,845.04,False
625,32582471,5512.27,884.37,False
626,32582473,5588.55,813.18,False
627,32582472,5553.01,845.04,False
628,32582474,5691.46,835.34,False
629,10895509740,5668.23,828.87,False
630,26000855,4508.44,2003.47,False
631,26000856,4412.89,2046.61,False
632,26000853,4608.99,1960.34,False
633,26000855,4508.44,2003.47,False
634,668977237,4684.49,2818.24,False
635,6791173726,4685.6,2841.68,False
636,26000853,4608.99,1960.34,False
637,26000852,4576.91,1882.05,False
638,253248805,1775.56,1734.28,False
639,243985757,1777.59,1774.08,False
640,3898591329,1526.9,5.82,False
641,20958381,1483.74,40.58,False
642,3898591670,1494.13,92.26,False
643,3898591710,1498.69,110.28,False
644,3898591710,1498.69,110.28,False
645,11598373,1506.72,140.34,False
646,11598373,1506.72,140.34,False
647,10901587992,1511.93,156.48,False
648,434654378,1572.42,690.05,False
649,10901587999,1611.29,686.04,False
650,2323339534,1550.67,692.29,False
651,434654378,1572.42,690.05,False
652,3177329764,1724.91,914.84,False
653,253244017,1737.21,976.37,False
654,371584445,1673.52,674.93,False
655,10901588001,1707.93,829.48,False
656,571592519,1749.81,1024.37,False
657,10901588002,1754.29,1035.83,False
658,340302012,4498.72,3465.4,False
659,340301964,4379.59,3462.82,False
660,340301964,4379.59,3462.82,False
661,cluster_15687465_4129689323,4190.21,3485.59,False
662,343458372,4870.12,241.64,False
663,21379462,4912.05,154.16,False
664,1462998302,429.99,6299.45,False
665,1022281057,480.62,6241.43,False
666,2343791190,601.72,6243.08,False
667,1022281057,480.62,6241.43,False
668,32640302,5761.19,1524.47,False
669,15431147,5666.24,1534.42,False
670,15431145,5865.5,1512.6,False
671,32640302,5761.19,1524.47,False
672,10913697023,5412.12,1058.4,False
673,32582465,5327.46,1052.37,False
674,2612813274,5473.49,1033.09,False
675,32582463,5472.35,1059.94,False
676,2612813279,5514.29,1035.04,False
677,2612813274,5473.49,1033.09,False
678,32582470,5475.76,980.0,False
679,2612813274,5473.49,1033.09,False
680,cluster_1879733259_243879493,5431.54,959.28,False
681,32582465,5327.46,1052.37,False
682,32582463,5472.35,1059.94,False
683,10913697023,5412.12,1058.4,False
684,32583126,5253.93,1120.52,False
685,32587743,5332.27,944.72,False
686,cluster_4210871579_4210871580,3354.6,3539.79,False
687,10918170540,3280.53,3565.57,False
688,4192040389,3221.61,3803.1,False
689,32947969,3096.33,3802.26,False
690,21486973,530.59,3888.71,False
691,8616043998,579.73,3897.04,False
692,10921998289,765.28,3928.5,False
693,32942862,775.13,3930.17,False
694,13569903,3901.72,6403.78,False
695,13346738,3890.41,6408.9,False
696,3849024055,4253.16,6273.46,False
697,13344098,4310.24,6411.05,False
698,13344097,4247.88,6260.65,False
699,10926892990,4238.35,6265.55,False
700,1271288426,6031.26,5775.15,False
701,18307090,6005.73,5798.53,False
702,20958425,1904.48,189.04,False
703,797499166,1636.14,313.28,False
704,10942588209,7396.06,6126.07,False
705,4081693847,7004.55,6163.67,False
706,26821231,663.11,2722.13,False
707,26821239,637.27,2793.49,False
708,574771911,4625.54,1288.2,False
709,313136568,4626.7,1276.83,False
710,19474345,7115.98,4965.07,False
711,18124221,7287.57,5087.77,False
712,17581812,7062.84,4930.37,False
713,19474345,7115.98,4965.07,False
714,18659822,6947.52,4849.81,False
715,17581812,7062.84,4930.37,False
716,16938920,6607.75,5189.8,False
717,16938903,6473.7,5313.62,False
718,1271288346,5799.55,5494.9,False
719,18123829,5780.11,5532.08,False
720,20952810,6190.58,5095.06,False
721,15369455,6095.62,5167.55,False
722,17581737,6381.82,4949.92,False
723,20952810,6190.58,5095.06,False
724,253244017,1737.21,976.37,False
725,571592519,1749.81,1024.37,False
